created_at,entry_id,Temperature,Humidity,DisconnectedTotal,RSL_in,RSL_out,RPL_rank,Hopcount,ConnectedTotal
2025-11-25T11:16:46+00:00,786,30.81,50.831,0,-67,-64,128,1,0.62
2025-11-25T11:16:46+00:01,787,30.778,50.846,0,-65,-64,128,1,0.98
2025-11-25T11:16:46+00:02,788,30.756,50.884,0,-67,-63,128,1,1.37
2025-11-25T11:16:46+00:03,789,30.692,50.907,0,-68,-65,128,1,1.78
2025-11-25T11:16:46+00:04,790,30.671,50.9,0,-67,-64,128,1,2.17
2025-11-25T11:16:46+00:05,791,30.66,50.938,0,-66,-64,128,1,2.53
2025-11-25T11:16:46+00:06,792,30.638,50.968,0,-66,-64,128,1,2.9
2025-11-25T11:16:46+00:07,793,30.617,50.968,0,-65,-64,128,1,3.28
2025-11-25T11:16:46+00:08,794,30.585,50.968,0,-65,-63,128,1,3.65
2025-11-25T11:16:46+00:09,795,30.553,50.892,0,-65,-64,128,1,4.03
2025-11-25T11:16:46+00:10,796,30.51,50.915,0,-66,-64,128,1,4.4
2025-11-25T11:16:46+00:11,797,30.51,50.961,0,-67,-65,128,1,4.78
2025-11-25T11:16:46+00:12,798,30.488,50.976,0,-66,-65,128,1,5.15
2025-11-25T11:16:46+00:13,799,30.488,50.976,0,-66,-64,128,1,5.58
2025-11-25T11:16:46+00:14,800,30.456,50.938,0,-66,-65,128,1,6
2025-11-25T11:16:46+00:15,801,30.456,50.991,0,-66,-65,128,1,6.37
2025-11-25T11:16:46+00:16,802,30.424,51.029,0,-67,-65,128,1,6.75
2025-11-25T11:16:46+00:17,803,30.424,51.06,0,-67,-65,128,1,7.13
2025-11-25T11:16:46+00:18,804,30.413,51.083,0,-67,-66,128,1,7.5
2025-11-25T11:16:46+00:19,805,30.402,51.128,0,-68,-65,128,1,7.93
2025-11-25T11:16:46+00:20,806,30.381,51.151,0,-68,-66,128,1,8.3
2025-11-25T11:16:46+00:21,807,30.392,51.144,0,-65,-65,128,1,8.68
2025-11-25T11:16:46+00:22,808,30.381,51.113,0,-66,-64,128,1,9.07
2025-11-25T11:16:46+00:23,809,30.37,51.106,0,-66,-64,128,1,9.43
2025-11-25T11:16:46+00:24,810,30.338,51.159,0,-67,-64,128,1,9.82
2025-11-25T11:16:46+00:25,811,30.349,51.189,0,-65,-65,128,1,10.2
2025-11-25T11:16:46+00:26,812,30.306,51.235,0,-65,-64,128,1,10.57
2025-11-25T11:27:06+00:00,813,30.295,51.289,0,-66,-64,128,1,10.95
2025-11-25T11:27:29+00:00,814,30.306,51.327,0,-66,-65,128,1,11.32
2025-11-25T11:27:52+00:00,815,30.295,51.373,0,-67,-65,128,1,11.7
2025-11-25T11:28:15+00:00,816,30.295,51.418,0,-64,-63,128,1,12.08
2025-11-25T11:28:37+00:00,817,30.274,51.395,0,-66,-64,128,1,12.47
2025-11-25T11:29:00+00:00,818,30.263,51.411,0,-65,-63,128,1,12.85
2025-11-25T11:29:25+00:00,819,30.242,51.403,0,-66,-64,128,1,13.25
2025-11-25T11:29:48+00:00,820,30.22,51.418,0,-66,-64,128,1,13.63
2025-11-25T11:30:11+00:00,821,30.199,51.441,0,-67,-64,128,1,14.02
2025-11-25T11:30:33+00:00,822,30.134,51.464,0,-67,-64,128,1,14.4
2025-11-25T11:30:56+00:00,823,30.102,51.495,0,-67,-64,128,1,14.77
2025-11-25T11:31:18+00:00,824,30.07,51.556,0,-67,-65,128,1,15.15
2025-11-25T11:31:41+00:00,825,30.038,51.601,0,-66,-65,128,1,15.53
2025-11-25T11:32:04+00:00,826,29.995,51.701,0,-65,-64,128,1,15.92
2025-11-25T11:32:27+00:00,827,29.984,51.762,0,-66,-65,128,1,16.28
2025-11-25T11:32:49+00:00,828,29.909,51.815,0,-66,-65,128,1,16.67
2025-11-25T11:33:11+00:00,829,29.877,51.876,0,-66,-64,128,1,17.03
2025-11-25T11:33:34+00:00,830,29.845,51.952,0,-67,-65,128,1,17.42
2025-11-25T11:33:56+00:00,831,29.812,51.991,0,-66,-64,128,1,17.78
2025-11-25T11:34:19+00:00,832,29.78,52.021,0,-66,-65,128,1,18.17
2025-11-25T11:34:42+00:00,833,29.727,52.067,0,-66,-66,128,1,18.55
2025-11-25T11:35:07+00:00,834,29.695,52.158,0,-66,-64,128,1,18.97
2025-11-25T11:35:30+00:00,835,29.684,52.219,0,-68,-65,128,1,19.35
2025-11-25T11:35:55+00:00,836,29.652,52.288,0,-67,-65,128,1,19.77
2025-11-25T11:36:20+00:00,837,29.619,52.357,0,-68,-65,128,1,20.15
2025-11-25T11:36:43+00:00,838,29.587,52.41,0,-67,-64,128,1,20.55
2025-11-25T11:37:05+00:00,839,29.566,52.479,0,-66,-65,128,1,20.93
2025-11-25T11:37:28+00:00,840,29.534,52.547,0,-66,-64,128,1,21.3
2025-11-25T11:37:53+00:00,841,29.501,52.654,0,-67,-65,128,1,21.68
2025-11-25T11:38:15+00:00,842,29.448,52.776,0,-66,-64,128,1,22.1
2025-11-25T11:38:38+00:00,843,29.405,52.86,0,-66,-64,128,1,22.47
2025-11-25T11:39:00+00:00,844,29.383,53.013,0,-67,-64,128,1,22.85
2025-11-25T11:39:23+00:00,845,29.341,53.12,0,-67,-64,128,1,23.22
2025-11-25T11:39:45+00:00,846,29.287,53.242,0,-67,-65,128,1,23.6
2025-11-25T11:40:08+00:00,847,29.276,53.326,0,-66,-65,128,1,23.98
2025-11-25T11:40:30+00:00,848,29.255,53.402,0,-67,-65,128,1,24.35
2025-11-25T11:40:55+00:00,849,29.201,53.501,0,-66,-64,128,1,24.73
2025-11-25T11:41:19+00:00,850,29.158,53.608,0,-66,-64,128,1,25.13
2025-11-25T11:41:41+00:00,851,29.137,53.669,0,-66,-64,128,1,25.53
2025-11-25T11:42:04+00:00,852,29.126,53.7,0,-66,-64,128,1,25.9
2025-11-25T11:42:26+00:00,853,29.083,53.753,0,-66,-64,128,1,26.28
2025-11-25T11:42:49+00:00,854,29.051,53.814,0,-67,-64,128,1,26.65
2025-11-25T11:43:11+00:00,855,29.03,53.898,0,-67,-64,128,1,27.03
2025-11-25T11:43:34+00:00,856,29.008,53.982,0,-68,-65,128,1,27.4
2025-11-25T11:43:56+00:00,857,28.976,54.073,0,-68,-65,128,1,27.78
2025-11-25T11:44:19+00:00,858,28.954,54.157,0,-68,-66,128,1,28.17
2025-11-25T11:44:41+00:00,859,28.912,54.211,0,-66,-65,128,1,28.53
2025-11-25T11:45:04+00:00,860,28.912,54.287,0,-67,-65,128,1,28.92
2025-11-25T11:45:58+00:00,861,28.858,54.44,0,-68,-65,128,1,29.82
2025-11-25T11:46:21+00:00,862,28.815,54.462,0,-68,-65,128,1,30.18
2025-11-25T11:46:43+00:00,863,28.804,54.493,0,-67,-65,128,1,30.57
2025-11-25T11:47:06+00:00,864,28.761,54.523,0,-66,-64,128,1,30.93
2025-11-25T11:47:28+00:00,865,28.772,54.569,0,-68,-64,128,1,31.32
2025-11-25T11:47:51+00:00,866,28.74,54.63,0,-69,-65,128,1,31.68
2025-11-25T11:48:13+00:00,867,28.74,54.668,0,-68,-65,128,1,32.07
2025-11-25T11:48:36+00:00,868,28.708,54.691,0,-67,-65,128,1,32.43
2025-11-25T11:48:59+00:00,869,28.686,54.752,0,-67,-65,128,1,32.82
2025-11-25T11:49:21+00:00,870,28.676,54.798,0,-67,-65,128,1,33.2
2025-11-25T11:49:44+00:00,871,28.643,54.829,0,-66,-65,128,1,33.57
2025-11-25T11:50:06+00:00,872,28.633,54.882,0,-68,-66,128,1,33.95
2025-11-25T11:50:29+00:00,873,28.622,54.928,0,-67,-65,128,1,34.32
2025-11-25T11:50:51+00:00,874,28.568,55.004,0,-66,-65,128,1,34.7
2025-11-25T11:51:13+00:00,875,28.558,55.08,0,-67,-65,128,1,35.07
2025-11-25T11:51:54+00:00,876,28.547,55.134,0,-67,-65,128,1,35.45
2025-11-25T11:52:17+00:00,877,28.493,55.248,0,-67,-65,128,1,36.13
2025-11-25T11:52:39+00:00,878,28.461,55.309,0,-66,-64,128,1,36.5
2025-11-25T11:53:02+00:00,879,28.45,55.34,0,-67,-64,128,1,36.87
2025-11-25T11:53:24+00:00,880,28.408,55.408,0,-67,-66,128,1,37.25
2025-11-25T11:53:47+00:00,881,28.408,55.462,0,-67,-65,128,1,37.63
2025-11-25T11:54:10+00:00,882,28.397,55.523,0,-67,-66,128,1,38.02
2025-11-25T11:54:33+00:00,883,28.354,55.576,0,-67,-65,128,1,38.38
2025-11-25T11:54:55+00:00,884,28.343,55.637,0,-68,-64,128,1,38.77
2025-11-25T11:55:18+00:00,885,28.311,55.668,0,-67,-65,128,1,39.13
2025-11-25T11:55:40+00:00,886,28.3,55.744,0,-65,-64,128,1,39.52
2025-11-25T11:56:06+00:00,887,28.268,55.775,0,-66,-64,128,1,39.95
2025-11-25T11:56:29+00:00,888,28.225,55.828,0,-64,-64,128,1,40.33
2025-11-25T11:56:51+00:00,889,28.193,55.897,0,-65,-64,128,1,40.7
2025-11-25T11:57:14+00:00,890,28.182,55.981,0,-67,-65,128,1,41.08
2025-11-25T11:57:37+00:00,891,28.172,56.019,0,-66,-64,128,1,41.47
2025-11-25T11:57:59+00:00,892,28.139,56.072,0,-67,-65,128,1,41.83
2025-11-25T11:58:25+00:00,893,28.129,56.103,0,-66,-65,128,1,42.27
2025-11-25T11:58:48+00:00,894,28.118,56.133,0,-67,-65,128,1,42.65
2025-11-25T11:59:10+00:00,895,28.107,56.164,0,-67,-65,128,1,43.02
2025-11-25T11:59:35+00:00,896,28.107,56.171,0,-67,-66,128,1,43.43
2025-11-25T11:59:57+00:00,897,28.086,56.187,0,-68,-66,128,1,43.8
2025-11-25T12:00:22+00:00,898,28.075,56.149,0,-67,-65,128,1,44.17
2025-11-25T12:00:45+00:00,899,28.086,56.194,0,-68,-65,128,1,44.58
2025-11-25T12:01:07+00:00,900,28.064,56.225,0,-68,-65,128,1,44.97
2025-11-25T12:01:30+00:00,901,28.064,56.263,0,-67,-65,128,1,45.33
2025-11-25T12:01:52+00:00,902,28.043,56.278,0,-66,-65,128,1,45.72
2025-11-25T12:02:14+00:00,903,28.032,56.309,0,-66,-64,128,1,46.08
2025-11-25T12:02:37+00:00,904,28.043,56.339,0,-66,-64,128,1,46.47
2025-11-25T12:02:59+00:00,905,28,56.37,0,-67,-65,128,1,46.83
2025-11-25T12:03:22+00:00,906,28,56.469,0,-67,-65,128,1,47.22
2025-11-25T12:03:44+00:00,907,27.957,56.545,0,-66,-64,128,1,47.58
2025-11-25T12:04:07+00:00,908,27.946,56.606,0,-65,-64,128,1,47.95
2025-11-25T12:04:32+00:00,909,27.903,56.713,0,-65,-64,128,1,48.33
2025-11-25T12:04:55+00:00,910,27.882,56.805,0,-65,-64,128,1,48.75
2025-11-25T12:05:17+00:00,911,27.85,56.896,0,-66,-64,128,1,49.13
2025-11-25T12:05:39+00:00,912,27.807,57.003,0,-66,-65,128,1,49.5
2025-11-25T12:06:02+00:00,913,27.818,57.087,0,-68,-65,128,1,49.88
2025-11-25T12:06:24+00:00,914,27.764,57.163,0,-66,-64,128,1,50.25
2025-11-25T12:06:47+00:00,915,27.743,57.255,0,-66,-65,128,1,50.62
2025-11-25T12:07:09+00:00,916,27.732,57.323,0,-66,-65,128,1,51
2025-11-25T12:07:32+00:00,917,27.732,57.346,0,-66,-64,128,1,51.37
2025-11-25T12:07:54+00:00,918,27.71,57.369,0,-66,-65,128,1,51.75
2025-11-25T12:08:17+00:00,919,27.7,57.415,0,-64,-63,128,1,52.13
2025-11-25T12:08:39+00:00,920,27.657,57.438,0,-66,-64,128,1,52.5
2025-11-25T12:09:02+00:00,921,27.657,57.491,0,-67,-64,128,1,52.88
2025-11-25T12:09:24+00:00,922,27.646,57.545,0,-68,-65,128,1,53.25
2025-11-25T12:09:49+00:00,923,27.646,57.529,0,-68,-66,128,1,53.62
2025-11-25T12:10:12+00:00,924,27.625,57.545,0,-68,-66,128,1,54.03
2025-11-25T12:10:34+00:00,925,27.614,57.583,0,-68,-65,128,1,54.42
2025-11-25T12:10:57+00:00,926,27.614,57.629,0,-66,-65,128,1,54.8
2025-11-25T12:11:22+00:00,927,27.582,57.652,0,-66,-65,128,1,55.18
2025-11-25T12:11:45+00:00,928,27.55,57.674,0,-66,-65,128,1,55.58
2025-11-25T12:12:07+00:00,929,27.539,57.72,0,-67,-65,128,1,55.97
2025-11-25T12:12:30+00:00,930,27.539,57.735,0,-68,-65,128,1,56.35
2025-11-25T12:12:52+00:00,931,27.528,57.796,0,-67,-65,128,1,56.72
2025-11-25T12:13:15+00:00,932,27.517,57.819,0,-66,-65,128,1,57.1
2025-11-25T12:13:38+00:00,933,27.507,57.858,0,-67,-65,128,1,57.48
2025-11-25T12:14:01+00:00,934,27.485,57.896,0,-67,-65,128,1,57.85
2025-11-25T12:14:23+00:00,935,27.485,57.926,0,-68,-65,128,1,58.23
2025-11-25T12:14:46+00:00,936,27.485,57.934,0,-67,-65,128,1,58.6
2025-11-25T12:15:08+00:00,937,27.485,57.926,0,-66,-65,128,1,58.98
2025-11-25T12:15:30+00:00,938,27.474,57.88,0,-66,-65,128,1,59.35
2025-11-25T12:15:53+00:00,939,27.485,57.873,0,-66,-65,128,1,59.73
2025-11-25T12:16:17+00:00,940,27.453,57.873,0,-67,-66,128,1,60.12
2025-11-25T12:16:39+00:00,941,27.432,57.865,0,-67,-65,128,1,60.5
2025-11-25T12:17:02+00:00,942,27.421,57.858,0,-67,-65,128,1,60.88
2025-11-25T12:17:24+00:00,943,27.399,57.919,0,-68,-65,128,1,61.25
2025-11-25T12:17:47+00:00,944,27.399,58.002,0,-67,-64,128,1,61.62
2025-11-25T12:18:09+00:00,945,27.378,58.064,0,-65,-64,128,1,62
2025-11-25T12:18:32+00:00,946,27.356,58.147,0,-67,-65,128,1,62.38
2025-11-25T12:18:54+00:00,947,27.324,58.224,0,-67,-65,128,1,62.75
2025-11-25T12:19:17+00:00,948,27.346,58.27,0,-67,-65,128,1,63.13
2025-11-25T12:19:39+00:00,949,27.292,58.331,0,-66,-65,128,1,63.5
2025-11-25T12:20:02+00:00,950,27.292,58.346,0,-67,-65,128,1,63.88
2025-11-25T12:20:25+00:00,951,27.26,58.414,0,-67,-64,128,1,64.25
2025-11-25T12:20:47+00:00,952,27.26,58.453,0,-67,-64,128,1,64.63
2025-11-25T12:21:12+00:00,953,27.271,58.468,0,-68,-64,128,1,65.05
2025-11-25T12:21:35+00:00,954,27.26,58.46,0,-66,-65,128,1,65.42
2025-11-25T12:21:57+00:00,955,27.228,58.46,0,-67,-65,128,1,65.8
2025-11-25T12:22:20+00:00,956,27.228,58.483,0,-66,-64,128,1,66.17
2025-11-25T12:22:43+00:00,957,27.217,58.483,0,-67,-64,128,1,66.55
2025-11-25T12:23:05+00:00,958,27.196,58.552,0,-67,-65,128,1,66.93
2025-11-25T12:23:28+00:00,959,27.142,58.643,0,-66,-65,128,1,67.3
2025-11-25T12:23:50+00:00,960,27.131,58.781,0,-66,-64,128,1,67.68
2025-11-25T12:24:13+00:00,961,27.11,58.865,0,-66,-64,128,1,68.05
2025-11-25T12:24:36+00:00,962,27.088,58.941,0,-67,-64,128,1,68.43
2025-11-25T12:24:58+00:00,963,27.056,59.002,0,-66,-65,128,1,68.82
2025-11-25T12:25:21+00:00,964,27.035,59.101,0,-66,-64,128,1,69.2
2025-11-25T12:25:44+00:00,965,27.024,59.155,0,-67,-65,128,1,69.58
2025-11-25T12:26:07+00:00,966,27.035,59.2,0,-66,-64,128,1,69.95
2025-11-25T12:26:32+00:00,967,27.035,59.223,0,-66,-65,128,1,70.37
2025-11-25T12:26:55+00:00,968,27.056,59.208,0,-66,-65,128,1,70.75
2025-11-25T12:27:18+00:00,969,27.056,59.124,0,-66,-65,128,1,71.15
2025-11-25T12:27:41+00:00,970,27.078,59.093,0,-66,-65,128,1,71.52
2025-11-25T12:28:06+00:00,971,27.056,59.109,0,-67,-65,128,1,71.95
2025-11-25T12:28:28+00:00,972,27.045,59.132,0,-67,-65,128,1,72.32
2025-11-25T12:29:08+00:00,973,27.035,59.177,0,-67,-65,128,1,72.98
2025-11-25T12:29:34+00:00,974,27.024,59.277,0,-66,-65,128,1,73.4
2025-11-25T12:30:05+00:00,975,27.024,59.322,0,-67,-65,128,1,73.93
2025-11-25T12:30:28+00:00,976,27.003,59.33,0,-66,-65,128,1,74.3
2025-11-25T12:30:50+00:00,977,27.003,59.345,0,-66,-65,128,1,74.68
2025-11-25T12:31:13+00:00,978,27.013,59.322,0,-66,-64,128,1,75.05
2025-11-25T12:31:35+00:00,979,27.013,59.322,0,-65,-64,128,1,75.43
2025-11-25T12:32:01+00:00,980,26.992,59.391,0,-67,-65,128,1,75.8
2025-11-25T12:32:42+00:00,981,26.981,59.406,0,-68,-65,128,1,76.23
2025-11-25T12:33:08+00:00,982,26.96,59.429,0,-67,-65,128,1,76.92
2025-11-25T12:33:30+00:00,983,26.981,59.383,0,-67,-65,128,1,77.35
2025-11-25T12:33:53+00:00,984,27.003,59.315,0,-67,-66,128,1,77.72
2025-11-25T12:34:15+00:00,985,26.992,59.292,0,-67,-65,128,1,78.1
2025-11-25T12:34:38+00:00,986,26.927,59.284,0,-67,-65,128,1,78.48
2025-11-25T12:35:03+00:00,987,26.917,59.399,0,-67,-65,128,1,78.85
2025-11-25T12:35:26+00:00,988,26.885,59.513,0,-68,-65,128,1,79.27
2025-11-25T12:35:48+00:00,989,26.863,59.65,0,-67,-64,128,1,79.65
2025-11-25T12:36:11+00:00,990,26.874,59.711,0,-67,-65,128,1,80.03
2025-11-25T12:36:33+00:00,991,26.874,59.765,0,-66,-64,128,1,80.4
2025-11-25T12:36:56+00:00,992,26.842,59.788,0,-67,-65,128,1,80.77
2025-11-25T12:37:19+00:00,993,26.842,59.773,0,-67,-65,128,1,81.15
2025-11-25T12:37:41+00:00,994,26.831,59.795,0,-68,-65,128,1,81.53
2025-11-25T12:38:04+00:00,995,26.831,59.834,0,-66,-65,128,1,81.9
2025-11-25T12:38:26+00:00,996,26.788,59.803,0,-67,-65,128,1,82.28
2025-11-25T12:38:49+00:00,997,26.799,59.773,0,-66,-65,128,1,82.67
2025-11-25T12:39:12+00:00,998,26.788,59.849,0,-67,-66,128,1,83.05
2025-11-25T12:39:35+00:00,999,26.788,59.879,0,-67,-66,128,1,83.42
2025-11-25T12:39:57+00:00,1000,26.756,59.895,0,-67,-65,128,1,83.8
2025-11-25T12:40:20+00:00,1001,26.777,59.879,0,-67,-65,128,1,84.17
2025-11-25T12:40:42+00:00,1002,26.799,59.864,0,-67,-65,128,1,84.55
2025-11-25T12:41:06+00:00,1003,26.777,59.803,0,-67,-65,128,1,84.92
2025-11-25T12:41:29+00:00,1004,26.724,59.872,0,-68,-65,128,1,85.33
2025-11-25T12:41:52+00:00,1005,26.691,59.948,0,-67,-65,128,1,85.72
2025-11-25T12:42:15+00:00,1006,26.702,59.994,0,-67,-65,128,1,86.08
2025-11-25T12:42:37+00:00,1007,26.681,60.032,0,-68,-65,128,1,86.47
2025-11-25T12:42:59+00:00,1008,26.67,60.093,0,-65,-65,128,1,86.83
2025-11-25T12:43:22+00:00,1009,26.67,60.116,0,-67,-65,128,1,87.22
2025-11-25T12:43:45+00:00,1010,26.691,60.116,0,-67,-65,128,1,87.58
2025-11-25T12:44:07+00:00,1011,26.702,60.085,0,-66,-65,128,1,87.97
2025-11-25T12:44:29+00:00,1012,26.691,60.047,0,-67,-65,128,1,88.33
2025-11-25T12:44:53+00:00,1013,26.67,60.047,0,-67,-65,128,1,88.72
2025-11-25T12:45:15+00:00,1014,26.649,60.123,0,-68,-65,128,1,89.1
2025-11-25T12:45:38+00:00,1015,26.616,60.192,0,-67,-65,128,1,89.47
2025-11-25T12:46:00+00:00,1016,26.584,60.276,0,-67,-66,128,1,89.85
2025-11-25T12:46:23+00:00,1017,26.563,60.329,0,-65,-65,128,1,90.23
2025-11-25T12:46:46+00:00,1018,26.531,60.436,0,-66,-65,128,1,90.6
2025-11-25T12:47:08+00:00,1019,26.531,60.589,0,-68,-66,128,1,90.98
2025-11-25T12:47:32+00:00,1020,26.509,60.658,0,-67,-65,128,1,91.37
2025-11-25T12:47:54+00:00,1021,26.498,60.726,0,-66,-64,128,1,91.75
2025-11-25T12:48:17+00:00,1022,26.52,60.764,0,-67,-65,128,1,92.12
2025-11-25T12:48:39+00:00,1023,26.477,60.802,0,-65,-65,128,1,92.5
2025-11-25T12:49:02+00:00,1024,26.509,60.848,0,-66,-65,128,1,92.88
2025-11-25T12:49:25+00:00,1025,26.477,60.864,0,-67,-65,128,1,93.27
2025-11-25T12:49:47+00:00,1026,26.498,60.925,0,-67,-66,128,1,93.63
2025-11-25T12:50:10+00:00,1027,26.477,60.894,0,-68,-66,128,1,94.02
2025-11-25T12:50:33+00:00,1028,26.477,60.894,0,-67,-66,128,1,94.38
2025-11-25T12:50:55+00:00,1029,26.445,60.909,0,-68,-66,128,1,94.77
2025-11-25T12:51:18+00:00,1030,26.445,60.925,0,-67,-65,128,1,95.13
2025-11-25T12:51:40+00:00,1031,26.423,60.986,0,-67,-65,128,1,95.52
2025-11-25T12:52:03+00:00,1032,26.423,61.001,0,-67,-65,128,1,95.9
2025-11-25T12:52:26+00:00,1033,26.423,61.001,0,-67,-65,128,1,96.28
2025-11-25T12:52:51+00:00,1034,26.423,60.993,0,-67,-64,128,1,96.65
2025-11-25T12:53:16+00:00,1035,26.423,60.963,0,-67,-64,128,1,97.12
2025-11-25T12:53:39+00:00,1036,26.413,60.955,0,-68,-64,128,1,97.5
2025-11-25T12:54:01+00:00,1037,26.402,61.008,0,-67,-65,128,1,97.87
2025-11-25T12:54:24+00:00,1038,26.391,61.047,0,-65,-64,128,1,98.25
2025-11-25T12:54:46+00:00,1039,26.37,61.123,0,-65,-64,128,1,98.62
2025-11-25T12:55:09+00:00,1040,26.348,61.237,0,-66,-64,128,1,99
2025-11-25T12:55:31+00:00,1041,26.327,61.314,0,-66,-65,128,1,99.37
2025-11-25T12:55:54+00:00,1042,26.316,61.382,0,-66,-64,128,1,99.73
2025-11-25T12:56:19+00:00,1043,26.305,61.489,0,-67,-65,128,1,100.15
2025-11-25T12:56:42+00:00,1044,26.284,61.581,0,-66,-64,128,1,100.53
2025-11-25T12:57:05+00:00,1045,26.252,61.741,0,-67,-65,128,1,100.92
2025-11-25T12:57:28+00:00,1046,26.241,61.893,0,-66,-65,128,1,101.3
2025-11-25T12:57:50+00:00,1047,26.23,61.97,0,-68,-65,128,1,101.68
2025-11-25T12:58:12+00:00,1048,26.23,62.008,0,-67,-65,128,1,102.05
2025-11-25T12:58:35+00:00,1049,26.198,62.046,0,-67,-65,128,1,102.43
2025-11-25T12:58:58+00:00,1050,26.198,62.145,0,-68,-65,128,1,102.8
2025-11-25T12:59:20+00:00,1051,26.198,62.176,0,-67,-65,128,1,103.18
2025-11-25T12:59:45+00:00,1052,26.22,62.191,0,-66,-64,128,1,103.55
2025-11-25T13:00:10+00:00,1053,26.198,62.229,0,-68,-66,128,1,104.02
2025-11-25T13:00:36+00:00,1054,26.187,62.275,0,-66,-64,128,1,104.43
2025-11-25T13:00:58+00:00,1055,26.187,62.275,0,-67,-64,128,1,104.82
2025-11-25T13:01:21+00:00,1056,26.177,62.336,0,-66,-65,128,1,105.2
2025-11-25T13:01:44+00:00,1057,26.155,62.389,0,-66,-65,128,1,105.58
2025-11-25T13:02:07+00:00,1058,26.145,62.458,0,-66,-65,128,1,105.95
2025-11-25T13:02:29+00:00,1059,26.145,62.504,0,-67,-65,128,1,106.33
2025-11-25T13:02:53+00:00,1060,26.112,62.603,0,-66,-65,128,1,106.7
2025-11-25T13:03:15+00:00,1061,26.091,62.695,0,-65,-65,128,1,107.1
2025-11-25T13:03:38+00:00,1062,26.134,62.725,0,-66,-66,128,1,107.47
2025-11-25T13:04:00+00:00,1063,26.155,62.702,0,-68,-66,128,1,107.85
2025-11-25T13:04:23+00:00,1064,26.145,62.611,0,-66,-65,128,1,108.22
2025-11-25T13:04:45+00:00,1065,26.145,62.58,0,-66,-65,128,1,108.6
2025-11-25T13:05:07+00:00,1066,26.166,62.504,0,-66,-65,128,1,108.97
2025-11-25T13:05:33+00:00,1067,26.166,62.458,0,-67,-64,128,1,109.35
2025-11-25T13:05:56+00:00,1068,26.187,62.374,0,-66,-64,128,1,109.77
2025-11-25T13:06:18+00:00,1069,26.166,62.305,0,-66,-65,128,1,110.15
2025-11-25T13:06:41+00:00,1070,26.166,62.275,0,-66,-64,128,1,110.53
2025-11-25T13:07:04+00:00,1071,26.187,62.237,0,-67,-64,128,1,110.9
2025-11-25T13:07:26+00:00,1072,26.155,62.214,0,-66,-64,128,1,111.28
2025-11-25T13:07:49+00:00,1073,26.166,62.214,0,-67,-64,128,1,111.65
2025-11-25T13:08:11+00:00,1074,26.155,62.199,0,-66,-64,128,1,112.03
2025-11-25T13:08:37+00:00,1075,26.145,62.199,0,-66,-64,128,1,112.45
2025-11-25T13:08:59+00:00,1076,26.123,62.191,0,-67,-65,128,1,112.83
2025-11-25T13:09:22+00:00,1077,26.08,62.252,0,-66,-65,128,1,113.2
2025-11-25T13:09:48+00:00,1078,26.069,62.42,0,-66,-66,128,1,113.63
2025-11-25T13:10:11+00:00,1079,26.037,62.565,0,-67,-65,128,1,114.02
2025-11-25T13:10:33+00:00,1080,26.059,62.58,0,-66,-65,128,1,114.4
2025-11-25T13:10:55+00:00,1081,26.037,62.634,0,-66,-65,128,1,114.77
2025-11-25T13:11:18+00:00,1082,26.016,62.656,0,-65,-64,128,1,115.13
2025-11-25T13:11:41+00:00,1083,26.037,62.687,0,-66,-65,128,1,115.52
2025-11-25T13:12:04+00:00,1084,25.994,62.771,0,-66,-64,128,1,115.9
2025-11-25T13:12:26+00:00,1085,25.973,62.939,0,-67,-64,128,1,116.28
2025-11-25T13:12:49+00:00,1086,25.941,63.076,0,-66,-64,128,1,116.67
2025-11-25T13:13:12+00:00,1087,25.951,63.145,0,-66,-65,128,1,117.05
2025-11-25T13:13:35+00:00,1088,25.951,63.183,0,-67,-65,128,1,117.42
2025-11-25T13:13:58+00:00,1089,25.941,63.19,0,-66,-64,128,1,117.8
2025-11-25T13:14:21+00:00,1090,25.941,63.19,0,-66,-64,128,1,118.2
2025-11-25T13:14:44+00:00,1091,25.919,63.236,0,-66,-64,128,1,118.57
2025-11-25T13:15:06+00:00,1092,25.919,63.335,0,-66,-64,128,1,118.95
2025-11-25T13:15:29+00:00,1093,25.919,63.29,0,-66,-64,128,1,119.32
2025-11-25T13:15:54+00:00,1094,25.941,63.213,0,-67,-65,128,1,119.7
2025-11-25T13:16:17+00:00,1095,25.941,63.122,0,-66,-65,128,1,120.12
2025-11-25T13:16:39+00:00,1096,25.941,63.068,0,-67,-65,128,1,120.5
2025-11-25T13:17:02+00:00,1097,25.919,63.046,0,-67,-65,128,1,120.87
2025-11-25T13:17:24+00:00,1098,25.909,63.023,0,-66,-64,128,1,121.25
2025-11-25T13:17:47+00:00,1099,25.876,63.038,0,-67,-64,128,1,121.63
2025-11-25T13:18:10+00:00,1100,25.855,63.122,0,-67,-64,128,1,122
2025-11-25T13:18:35+00:00,1101,25.866,63.206,0,-67,-65,128,1,122.43
2025-11-25T13:18:58+00:00,1102,25.876,63.259,0,-67,-65,128,1,122.8
2025-11-25T13:19:20+00:00,1103,25.844,63.229,0,-67,-65,128,1,123.18
2025-11-25T13:19:43+00:00,1104,25.855,63.29,0,-66,-65,128,1,123.55
2025-11-25T13:20:05+00:00,1105,25.844,63.313,0,-66,-65,128,1,123.93
2025-11-25T13:20:28+00:00,1106,25.823,63.343,0,-66,-64,128,1,124.3
2025-11-25T13:21:58+00:00,1107,0,0,0,-68,-64,128,1,125.8
